Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Region,State,City,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales,Revenue,Quantity,Discount,Profit,Profit Margin,Order Year,Order Quarter,Order Month,Order Month Name,Order YearMonth
US-2016-150630,2016-09-17,2016-09-21,TB-21520,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,19140,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,86.304,1,0.0,25.891200000000005,0.30000000000000004,2016,2016Q3,9,September,2016-09
US-2016-150630,2016-09-17,2016-09-21,TB-21520,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,19140,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6.858,1,0.0,2.0574000000000003,0.30000000000000004,2016,2016Q3,9,September,2016-09
US-2016-150630,2016-09-17,2016-09-21,TB-21520,Tracy Blumstein,Consumer,East,Pennsylvania,Philadelphia,19140,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,15.76,1,0.0,4.728,0.3,2016,2016Q3,9,September,2016-09
CA-2018-107727,2018-10-19,2018-10-23,MA-17560,Matt Abelman,Home Office,Central,Texas,Houston,77095,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,29.472,1,0.0,8.841600000000003,0.3000000000000001,2018,2018Q4,10,October,2018-10
CA-2017-117590,2017-12-08,2017-12-10,GH-14485,Gene Hale,Corporate,Central,Texas,Richardson,75080,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,1097.544,1,0.0,329.2632000000001,0.30000000000000004,2017,2017Q4,12,December,2017-12
CA-2017-117590,2017-12-08,2017-12-10,GH-14485,Gene Hale,Corporate,Central,Texas,Richardson,75080,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,190.92,1,0.0,57.27600000000001,0.3000000000000001,2017,2017Q4,12,December,2017-12
CA-2016-117415,2016-12-27,2016-12-31,SN-20710,Steve Nguyen,Home Office,Central,Texas,Houston,77041,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,113.328,1,0.0,33.998400000000004,0.30000000000000004,2016,2016Q4,12,December,2016-12
CA-2016-117415,2016-12-27,2016-12-31,SN-20710,Steve Nguyen,Home Office,Central,Texas,Houston,77041,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,532.3992,1,0.0,159.71976,0.30000000000000004,2016,2016Q4,12,December,2016-12
CA-2016-117415,2016-12-27,2016-12-31,SN-20710,Steve Nguyen,Home Office,Central,Texas,Houston,77041,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,212.058,1,0.0,63.6174,0.30000000000000004,2016,2016Q4,12,December,2016-12
CA-2016-117415,2016-12-27,2016-12-31,SN-20710,Steve Nguyen,Home Office,Central,Texas,Houston,77041,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,371.168,1,0.0,111.35040000000004,0.3000000000000001,2016,2016Q4,12,December,2016-12
CA-2018-120999,2018-09-10,2018-09-15,LC-16930,Linda Cazamias,Corporate,Central,Illinois,Naperville,60540,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,147.168,1,0.0,44.150400000000005,0.30000000000000004,2018,2018Q3,9,September,2018-09
CA-2017-101343,2017-07-17,2017-07-22,RA-19885,Ruben Ausman,Corporate,West,California,Los Angeles,90049,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,77.88,1,0.0,23.364000000000004,0.3000000000000001,2017,2017Q3,7,July,2017-07
CA-2018-139619,2018-09-19,2018-09-23,ES-14080,Erin Smith,Corporate,South,Florida,Melbourne,32935,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,95.616,1,0.0,28.68480000000001,0.3000000000000001,2018,2018Q3,9,September,2018-09
CA-2017-118255,2017-03-11,2017-03-13,ON-18715,Odella Nelson,Corporate,Central,Minnesota,Eagan,55122,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,45.98,1,0.0,13.794000000000004,0.3000000000000001,2017,2017Q1,3,March,2017-03
CA-2017-118255,2017-03-11,2017-03-13,ON-18715,Odella Nelson,Corporate,Central,Minnesota,Eagan,55122,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,17.46,1,0.0,5.238000000000001,0.30000000000000004,2017,2017Q1,3,March,2017-03
CA-2015-146703,2015-10-20,2015-10-25,PO-18865,Patrick O'Donnell,Consumer,Central,Michigan,Westland,48185,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,211.96,1,0.0,63.58800000000002,0.3000000000000001,2015,2015Q4,10,October,2015-10
CA-2017-169194,2017-06-20,2017-06-25,LH-16900,Lena Hernandez,Consumer,East,Delaware,Dover,19901,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,45.0,1,0.0,13.500000000000004,0.3000000000000001,2017,2017Q2,6,June,2017-06
CA-2017-169194,2017-06-20,2017-06-25,LH-16900,Lena Hernandez,Consumer,East,Delaware,Dover,19901,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,21.8,1,0.0,6.540000000000001,0.30000000000000004,2017,2017Q2,6,June,2017-06
CA-2016-115742,2016-04-18,2016-04-22,DP-13000,Darren Powers,Consumer,Central,Indiana,New Albany,47150,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,38.22,1,0.0,11.466000000000001,0.30000000000000004,2016,2016Q2,4,April,2016-04
CA-2016-115742,2016-04-18,2016-04-22,DP-13000,Darren Powers,Consumer,Central,Indiana,New Albany,47150,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,75.18,1,0.0,22.554000000000002,0.3,2016,2016Q2,4,April,2016-04
CA-2016-115742,2016-04-18,2016-04-22,DP-13000,Darren Powers,Consumer,Central,Indiana,New Albany,47150,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,6.16,1,0.0,1.8480000000000008,0.3000000000000001,2016,2016Q2,4,April,2016-04
CA-2016-115742,2016-04-18,2016-04-22,DP-13000,Darren Powers,Consumer,Central,Indiana,New Albany,47150,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,89.99,1,0.0,26.997,0.3,2016,2016Q2,4,April,2016-04
CA-2017-105816,2017-12-11,2017-12-17,JM-15265,Janet Molinari,Corporate,East,New York,New York City,10024,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,15.26,1,0.0,4.578000000000001,0.3000000000000001,2017,2017Q4,12,December,2017-12
CA-2017-105816,2017-12-11,2017-12-17,JM-15265,Janet Molinari,Corporate,East,New York,New York City,10024,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,1029.95,1,0.0,308.985,0.3,2017,2017Q4,12,December,2017-12
CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,Consumer,East,New York,Troy,12180,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,208.56,1,0.0,62.56800000000001,0.30000000000000004,2017,2017Q2,6,June,2017-06
CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,Consumer,East,New York,Troy,12180,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,32.4,1,0.0,9.720000000000002,0.3000000000000001,2017,2017Q2,6,June,2017-06
CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,Consumer,East,New York,Troy,12180,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,319.41,1,0.0,95.82300000000001,0.3,2017,2017Q2,6,June,2017-06
CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,Consumer,East,New York,Troy,12180,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,14.56,1,0.0,4.368,0.3,2017,2017Q2,6,June,2017-06
CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,Consumer,East,New York,Troy,12180,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,30.0,1,0.0,9.0,0.3,2017,2017Q2,6,June,2017-06
CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,Consumer,East,New York,Troy,12180,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,48.48,1,0.0,14.544000000000004,0.3000000000000001,2017,2017Q2,6,June,2017-06
CA-2017-111682,2017-06-17,2017-06-18,TB-21055,Ted Butterfield,Consumer,East,New York,Troy,12180,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1.68,1,0.0,0.504,0.3,2017,2017Q2,6,June,2017-06
CA-2016-135545,2016-11-24,2016-11-30,KM-16720,Kunst Miller,Consumer,West,California,Los Angeles,90004,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,13.98,1,0.0,4.194000000000001,0.30000000000000004,2016,2016Q4,11,November,2016-11
CA-2016-135545,2016-11-24,2016-11-30,KM-16720,Kunst Miller,Consumer,West,California,Los Angeles,90004,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,25.824,1,0.0,7.747200000000003,0.3000000000000001,2016,2016Q4,11,November,2016-11
CA-2016-135545,2016-11-24,2016-11-30,KM-16720,Kunst Miller,Consumer,West,California,Los Angeles,90004,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,146.73,1,0.0,44.019000000000005,0.30000000000000004,2016,2016Q4,11,November,2016-11
CA-2016-135545,2016-11-24,2016-11-30,KM-16720,Kunst Miller,Consumer,West,California,Los Angeles,90004,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,79.76,1,0.0,23.928000000000004,0.30000000000000004,2016,2016Q4,11,November,2016-11
US-2016-164175,2016-04-30,2016-05-05,PS-18970,Paul Stevenson,Home Office,Central,Illinois,Chicago,60610,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,213.115,1,0.0,63.934500000000014,0.30000000000000004,2016,2016Q2,4,April,2016-04
CA-2015-106376,2015-12-05,2015-12-10,BS-11590,Brendan Sweed,Corporate,West,Arizona,Gilbert,85234,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,1113.024,1,0.0,333.9072,0.30000000000000004,2015,2015Q4,12,December,2015-12
CA-2015-106376,2015-12-05,2015-12-10,BS-11590,Brendan Sweed,Corporate,West,Arizona,Gilbert,85234,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,167.968,1,0.0,50.3904,0.30000000000000004,2015,2015Q4,12,December,2015-12
CA-2017-119823,2017-06-04,2017-06-06,KD-16270,Karen Daniels,Consumer,South,Virginia,Springfield,22153,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,75.88,1,0.0,22.764000000000003,0.30000000000000004,2017,2017Q2,6,June,2017-06
CA-2017-106075,2017-09-18,2017-09-23,HM-14980,Henry MacAllister,Consumer,East,New York,New York City,10009,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,4.616,1,0.0,1.3848000000000003,0.3000000000000001,2017,2017Q3,9,September,2017-09
CA-2018-114440,2018-09-14,2018-09-17,TB-21520,Tracy Blumstein,Consumer,Central,Michigan,Jackson,49201,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,19.05,1,0.0,5.715000000000002,0.3000000000000001,2018,2018Q3,9,September,2018-09
US-2016-134026,2016-04-26,2016-05-02,JE-15745,Joel Eaton,Consumer,South,Tennessee,Memphis,38109,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,831.936,1,0.0,249.58080000000007,0.30000000000000004,2016,2016Q2,4,April,2016-04
US-2016-134026,2016-04-26,2016-05-02,JE-15745,Joel Eaton,Consumer,South,Tennessee,Memphis,38109,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,97.04,1,0.0,29.11200000000001,0.3000000000000001,2016,2016Q2,4,April,2016-04
US-2016-134026,2016-04-26,2016-05-02,JE-15745,Joel Eaton,Consumer,South,Tennessee,Memphis,38109,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,72.784,1,0.0,21.835200000000007,0.3000000000000001,2016,2016Q2,4,April,2016-04
US-2018-118038,2018-12-09,2018-12-11,KB-16600,Ken Brennan,Corporate,Central,Texas,Houston,77041,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,1.248,1,0.0,0.37440000000000007,0.30000000000000004,2018,2018Q4,12,December,2018-12
US-2018-118038,2018-12-09,2018-12-11,KB-16600,Ken Brennan,Corporate,Central,Texas,Houston,77041,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,9.708,1,0.0,2.9124000000000008,0.3000000000000001,2018,2018Q4,12,December,2018-12
US-2018-118038,2018-12-09,2018-12-11,KB-16600,Ken Brennan,Corporate,Central,Texas,Houston,77041,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,27.24,1,0.0,8.172,0.30000000000000004,2018,2018Q4,12,December,2018-12
US-2015-147606,2015-11-26,2015-12-01,JE-15745,Joel Eaton,Consumer,Central,Texas,Houston,77070,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,19.3,1,0.0,5.790000000000001,0.30000000000000004,2015,2015Q4,11,November,2015-11
CA-2017-127208,2017-06-12,2017-06-15,SC-20770,Stewart Carmichael,Corporate,South,Alabama,Decatur,35601,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,208.16,1,0.0,62.44800000000001,0.30000000000000004,2017,2017Q2,6,June,2017-06
CA-2017-127208,2017-06-12,2017-06-15,SC-20770,Stewart Carmichael,Corporate,South,Alabama,Decatur,35601,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,16.74,1,0.0,5.022,0.30000000000000004,2017,2017Q2,6,June,2017-06
CA-2015-139451,2015-10-12,2015-10-16,DN-13690,Duane Noonan,Consumer,West,California,San Francisco,94122,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,14.9,1,0.0,4.470000000000001,0.30000000000000004,2015,2015Q4,10,October,2015-10
CA-2015-139451,2015-10-12,2015-10-16,DN-13690,Duane Noonan,Consumer,West,California,San Francisco,94122,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,21.39,1,0.0,6.417000000000002,0.30000000000000004,2015,2015Q4,10,October,2015-10
CA-2016-149734,2016-09-03,2016-09-08,JC-16105,Julie Creighton,Corporate,South,North Carolina,Durham,27707,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,200.984,1,0.0,60.29520000000002,0.3000000000000001,2016,2016Q3,9,September,2016-09
US-2018-119662,2018-11-13,2018-11-16,CS-12400,Christopher Schild,Home Office,Central,Illinois,Chicago,60623,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,230.376,1,0.0,69.11280000000002,0.3000000000000001,2018,2018Q4,11,November,2018-11
CA-2018-140088,2018-05-28,2018-05-30,PO-18865,Patrick O'Donnell,Consumer,South,South Carolina,Columbia,29203,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,301.96,1,0.0,90.588,0.3,2018,2018Q2,5,May,2018-05
CA-2018-155558,2018-10-26,2018-11-02,PG-18895,Paul Gonzalez,Consumer,Central,Minnesota,Rochester,55901,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,19.99,1,0.0,5.997,0.30000000000000004,2018,2018Q4,10,October,2018-10
CA-2018-155558,2018-10-26,2018-11-02,PG-18895,Paul Gonzalez,Consumer,Central,Minnesota,Rochester,55901,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,6.16,1,0.0,1.8480000000000008,0.3000000000000001,2018,2018Q4,10,October,2018-10
CA-2017-159695,2017-04-05,2017-04-10,GM-14455,Gary Mitchum,Home Office,Central,Texas,Houston,77095,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,158.368,1,0.0,47.510400000000004,0.30000000000000004,2017,2017Q2,4,April,2017-04
CA-2017-109806,2017-09-17,2017-09-22,JS-15685,Jim Sink,Corporate,West,California,Los Angeles,90036,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,20.1,1,0.0,6.030000000000001,0.30000000000000004,2017,2017Q3,9,September,2017-09
CA-2017-109806,2017-09-17,2017-09-22,JS-15685,Jim Sink,Corporate,West,California,Los Angeles,90036,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584,73.584,1,0.0,22.075200000000002,0.30000000000000004,2017,2017Q3,9,September,2017-09
